date,carbon_price,carbon_price_change_pct,gas_price_weekly,gas_price_lag1,vix,co2_ppm,co2_change,days_to_next_cop,is_cop_week,regime,recent_volatility,momentum_4w,momentum_12w,gas_price_volatility,cop_urgency
2015-10-11,8.38,0.6002400960384291,2.38,2.49,18.368000030517575,398.37,-0.0476716178241631,50,0,0,2.5760735265104175,3.584672435105074,5.012531328320802,2.1325377226480637,0.16666666666666666
2015-10-18,8.62,2.8639618138424527,2.48,2.38,16.59400005340576,398.71,0.0853477922534207,43,0,0,2.5748368821751004,8.020050125313261,9.808917197452228,4.196284057752048,0.2833333333333333
2015-10-25,8.63,0.1160092807424684,2.38,2.48,15.268000030517578,398.68,-0.0075242657570639,36,0,0,2.512556836840344,6.150061500615012,11.211340206185572,4.281946258065349,0.4
2015-11-01,8.4,-2.665121668597914,2.12,2.38,14.945999908447266,399.26,0.1454800842781045,29,0,0,1.8602421593659058,0.8403361344537785,1.2048192771084265,6.197279277249403,0.5166666666666667
2015-11-08,8.39,-0.1190476190476186,2.02,2.12,14.715999984741211,400.22,0.2404448229224254,22,0,0,1.797366256745048,0.11933174224343368,2.5672371638141955,6.209129027610592,0.6333333333333333
2015-11-15,8.51,1.4302741358760418,2.11,2.02,17.264000129699706,400.55,0.0824546499425205,15,0,0,1.7759077828622565,-1.2761020881670415,5.191594561186652,6.319381329732778,0.75
2015-11-22,8.58,0.8225616921269108,2.09,2.11,17.26200008392334,400.58,0.0074897016602015,8,0,0,1.7652513347270724,-0.5793742757821629,6.31970260223047,6.468748029873643,0.8666666666666667
2015-11-29,8.52,-0.6993006993007089,2.15,2.09,15.464999914169312,401.0,0.1048479704428562,1,1,0,1.722201749518953,1.4285714285714235,3.398058252427183,4.104909936330568,0.9833333333333333
2015-12-06,8.07,-5.281690140845063,2.13,2.15,15.926000022888184,401.52,0.129675810473806,337,0,0,2.300873859635547,-3.8140643623361226,-0.24721878862793423,2.7346992665732714,0.0
2015-12-13,8.06,-0.1239157372986299,1.96,2.13,19.3560001373291,402.55,0.2565252042239674,330,0,0,2.2616095668859986,-5.287896592244412,1.0025062656641603,4.527524335977223,0.0
2015-12-20,8.19,1.6129032258064502,1.72,1.96,20.23600044250488,402.81,0.0645882499068495,323,0,0,2.2438399073105635,-4.545454545454552,0.7380073800737907,6.8106311120065515,0.0
2015-12-27,8.22,0.3663003663003872,1.68,1.72,16.65250015258789,402.28,-0.1315756808420887,316,0,0,2.1203557161424937,-3.5211267605633645,-1.3205282112845107,5.230066326688175,0.0
2016-01-03,7.41,-9.85401459854015,2.27,1.68,17.12249994277954,402.32,0.0099433230585699,309,0,0,3.506000741344844,-8.178438661710041,-11.575178997613367,21.701833157869444,0.0
2016-01-10,6.67,-9.986504723346831,2.38,2.27,22.52600021362305,402.65,0.0820242592960873,302,0,0,4.137221496376056,-17.245657568238215,-22.621809744779576,20.42022370315193,0.0
2016-01-17,6.32,-5.247376311844077,2.32,2.38,24.59199981689453,402.78,0.0322861045572997,295,0,0,4.173644082555773,-22.83272283272283,-26.767091541135578,17.89105893625595,0.0
2016-01-24,6.04,-4.430379746835444,2.2,2.32,25.667500019073486,403.33,0.1365509707532686,288,0,0,4.211745702118606,-26.520681265206814,-28.095238095238095,18.525453749772925,0.0
2016-01-31,5.54,-8.278145695364236,2.22,2.2,22.476000213623045,404.75,0.3520690253638436,281,0,0,4.423528505581729,-25.236167341430505,-33.96901072705602,4.338903683658554,0.0
2016-02-07,5.05,-8.844765342960292,2.11,2.22,21.765999603271485,403.98,-0.1902408894379204,274,0,0,4.417896303482666,-24.287856071964022,-40.65804935370153,2.830468885402623,0.0
2016-02-14,5.15,1.980198019801982,2.16,2.11,26.47400016784668,403.85,-0.0321798108817272,267,0,0,4.5473769950852265,-18.5126582278481,-39.97668997668997,3.916688805365552,0.0
