date,carbon_price,carbon_price_change_pct,gas_price_weekly,gas_price_lag1,vix,co2_ppm,co2_change,days_to_next_cop,is_cop_week
2018-12-23,27.02,0.18539117538005634,3.73,4.38,26.834000015258788,409.33,-0.04395497057458897,344,0
2018-12-30,25.66,-5.0333086602516675,3.26,3.73,31.19499969482422,409.8,0.11482178193633619,337,0
2019-01-06,24.52,-4.442712392829307,2.92,3.26,23.867499828338623,410.86,0.25866276232309193,330,0
2019-01-13,26.63,8.60522022838499,2.89,2.92,19.907999801635743,410.55,-0.07545149199240653,323,0
2019-01-20,25.68,-3.567405182125416,3.5,2.89,18.513999938964844,412.19,0.39946413347946574,316,0
2019-01-27,23.55,-8.294392523364479,3.19,3.5,19.15749979019165,411.23,-0.23290230233629083,309,0
2019-02-03,23.91,1.5286624203821653,2.9,3.19,17.673999786376953,411.83,0.14590375215814966,302,0
2019-02-10,22.04,-7.8209953994144765,2.59,2.9,15.754000091552735,412.63,0.19425491100697467,295,0
2019-02-17,20.43,-7.304900181488206,2.65,2.59,15.635999870300292,411.19,-0.3489809272229305,288,0
2019-02-24,23.73,16.15271659324524,2.71,2.65,14.21750020980835,412.62,0.34777110338286565,281,0
2019-03-03,24.52,3.329119258322799,2.91,2.71,14.613999938964843,412.37,-0.06058843487954935,274,0
2019-03-10,23.92,-2.446982055464919,3.28,2.91,15.549999809265136,412.37,0.0,267,0
2019-03-17,21.99,-8.068561872909708,2.89,3.28,13.57800006866455,412.02,-0.08487523340690029,260,0
2019-03-24,22.82,3.774442928603916,2.86,2.89,14.136000061035157,411.53,-0.11892626571525788,253,0
2019-03-31,25.9,13.496932515337413,2.71,2.86,14.860000038146973,412.4,0.21140621582873553,246,0
2019-04-07,27.82,7.413127413127429,2.7,2.71,13.379999732971191,413.35,0.2303588748787666,239,0
2019-04-14,28.14,1.1502516175413424,2.72,2.7,13.158000183105468,413.82,0.11370509253658678,232,0
2019-04-21,27.09,-3.731343283582089,2.62,2.72,12.297500133514404,413.99,0.04108066309023162,225,0
2019-04-28,26.29,-2.9531192321890054,2.56,2.62,12.763999938964844,414.52,0.128022416000384,218,0
2019-05-05,26.62,1.2552301255230214,2.59,2.56,13.663999938964844,414.54,0.004824857666707594,211,0
2019-05-12,25.96,-2.4793388429752095,2.6,2.59,17.86000003814697,415.62,0.2605297438124099,204,0
2019-05-19,26.44,1.8489984591679498,2.67,2.6,17.25999984741211,414.97,-0.15639285886145382,197,0
2019-05-26,25.45,-3.7443267776096856,2.66,2.67,15.755999946594239,414.52,-0.10844157408970156,190,0
2019-06-02,25.66,0.8251473477406623,2.66,2.66,17.85249948501587,414.6,0.01929943066680817,183,0
2019-06-09,26.15,1.9095869056897863,2.45,2.66,16.829999923706055,414.3,-0.07235890014472002,176,0
2019-06-16,26.42,1.0325047801147402,2.41,2.45,15.787999725341797,414.08,-0.05310161718562467,169,0
2019-06-23,27.5,4.087812263436774,2.4,2.41,14.995999908447265,413.63,-0.10867465224111417,162,0
2019-06-30,27.67,0.6181818181818288,2.34,2.4,15.729999923706055,413.64,0.002417619611727595,155,0
2019-07-07,30.26,9.360318033971815,2.31,2.34,13.210000038146973,412.3,-0.32395319601585815,148,0
2019-07-14,30.38,0.3965631196298558,2.47,2.31,13.280000114440918,412.37,0.016977928692707422,141,0
2019-07-21,29.75,-2.073732718894006,2.44,2.47,13.497999954223634,411.07,-0.3152508669398868,134,0
2019-07-28,30.61,2.8907563025210026,2.3,2.44,12.621999740600586,410.28,-0.19218138030019372,127,0
2019-08-04,29.36,-4.083632799738646,2.24,2.3,15.674000358581543,410.56,0.06824607585065312,120,0
2019-08-11,27.15,-7.527247956403271,2.11,2.24,19.82599983215332,410.48,-0.019485580670297598,113,0
2019-08-18,26.24,-3.3517495395948393,2.21,2.11,20.072000122070314,409.79,-0.168095887741182,106,0
2019-08-25,27.37,4.306402439024404,2.27,2.21,17.346000099182127,409.66,-0.03172356572879176,99,0
2019-09-01,26.05,-4.822798684691265,2.28,2.27,19.16799964904785,409.03,-0.15378606649417703,92,0
2019-09-08,27.38,5.105566218809976,2.46,2.28,17.06500005722046,408.81,-0.05378578588366434,85,0
2019-09-15,27.59,0.7669831994156384,2.64,2.46,14.607999992370605,408.72,-0.02201511704703618,78,0
2019-09-22,26.34,-4.530627038782164,2.63,2.64,14.485999870300294,408.54,-0.04403992953611047,71,0
2019-09-29,23.91,-9.2255125284738,2.52,2.63,16.241999626159668,408.18,-0.08811866647084887,64,0
2019-10-06,25.36,6.064408197406945,2.33,2.52,18.304000091552734,408.6,0.10289578127298249,57,0
2019-10-13,26.8,5.6782334384858135,2.26,2.33,17.986000061035156,408.84,0.05873715124815604,50,0
2019-10-20,25.8,-3.731343283582089,2.25,2.26,13.965999984741211,408.94,0.024459446238145333,43,0
2019-10-27,26.02,0.8527131782945618,2.25,2.25,13.76599998474121,409.51,0.13938475081918256,36,0
2019-11-03,25.56,-1.7678708685626487,2.62,2.25,12.831999969482421,410.12,0.1489585113916725,29,0
2019-11-10,24.57,-3.873239436619713,2.82,2.62,12.669999885559083,410.41,0.07071101141129521,22,0
2019-11-17,25.31,3.011803011803016,2.73,2.82,12.694000053405762,410.4,-0.0024365878024568133,15,0
2019-11-24,25.94,2.4891347293559907,2.58,2.73,12.713999938964843,410.93,0.12914230019493989,8,0
2019-12-01,25.68,-1.0023130300694016,2.49,2.58,11.944999933242798,411.28,0.08517265714353961,1,1
2019-12-08,24.71,-3.777258566978192,2.38,2.49,14.76200008392334,411.53,0.06078583933086801,694,0
